subset,model,runtime,val_runtime,total_runtime,accuracy_mean,accuracy_median,accuracy_lower,accuracy_upper,accuracy_lower_whisker,accuracy_upper_whisker,precision_mean,precision_median,precision_lower,precision_upper,precision_lower_whisker,precision_upper_whisker,sensitivity_mean,sensitivity_median,sensitivity_lower,sensitivity_upper,sensitivity_lower_whisker,sensitivity_upper_whisker,specificity_mean,specificity_median,specificity_lower,specificity_upper,specificity_lower_whisker,specificity_upper_whisker,f1_score_mean,f1_score_median,f1_score_lower,f1_score_upper,f1_score_lower_whisker,f1_score_upper_whisker,auc_mean,auc_median,auc_lower,auc_upper,auc_lower_whisker,auc_upper_whisker,npv_mean,npv_median,npv_lower,npv_upper,npv_lower_whisker,npv_upper_whisker,mcc_mean,mcc_median,mcc_lower,mcc_upper,mcc_lower_whisker,mcc_upper_whisker,val_sensitivity_mean,val_sensitivity_median,val_sensitivity_lower,val_sensitivity_upper,val_sensitivity_lower_whisker,val_sensitivity_upper_whisker,val_accuracy_mean,val_accuracy_median,val_accuracy_lower,val_accuracy_upper,val_accuracy_lower_whisker,val_accuracy_upper_whisker,val_precision_mean,val_precision_median,val_precision_lower,val_precision_upper,val_precision_lower_whisker,val_precision_upper_whisker,val_specificity_mean,val_specificity_median,val_specificity_lower,val_specificity_upper,val_specificity_lower_whisker,val_specificity_upper_whisker,val_f1_score_mean,val_f1_score_median,val_f1_score_lower,val_f1_score_upper,val_f1_score_lower_whisker,val_f1_score_upper_whisker,val_auc_mean,val_auc_median,val_auc_lower,val_auc_upper,val_auc_lower_whisker,val_auc_upper_whisker,val_npv_mean,val_npv_median,val_npv_lower,val_npv_upper,val_npv_lower_whisker,val_npv_upper_whisker,val_mcc_mean,val_mcc_median,val_mcc_lower,val_mcc_upper,val_mcc_lower_whisker,val_mcc_upper_whisker
5,f_KNN,0.07370053927103673,0.0060041189193724784,0.07970465819040921,88.26468616476697,87.36957253450018,0.8724335240659711,0.8923342308986872,0.8425824638168968,0.9221852911477615,92.13887215500907,90.85664992253884,0.8921880523153057,0.937312769515163,0.8245009765155199,1.004999845314949,83.90231689723446,84.8872433524066,0.7895489734096264,0.8516492763379333,0.696398519017166,0.9447997307303937,86.03978494623657,86.66666666666667,0.8,0.9,0.6500000000000001,1.05,87.69843087542165,87.0675537264795,0.8693328619896388,0.8793436673817152,0.8543166539015241,0.8943598754698299,86.94234767025088,87.11111111111111,0.8418055555555555,0.9073611111111113,0.7434722222222218,1.005694444444445,78.35121976562006,78.12499975585936,0.7428571407346939,0.8235294093425606,0.6218487378228938,0.9445378122543606,62.45923037444637,61.23724356957552,0.5443310539517824,0.7035264706814046,0.30553792885734904,0.9423195957758379,75.7763440860215,76.66666666666667,0.7,0.8083333333333333,0.5374999999999999,0.9708333333333334,80.90765027322402,80.0,0.7666666666666667,0.85,0.6416666666666668,0.9749999999999999,84.7684869854908,84.1875,0.8,0.8928571428571429,0.6607142857142858,1.0321428571428573,86.03978494623657,86.66666666666667,0.8,0.9,0.6500000000000001,1.05,79.75309836414594,79.3103448275862,0.7623824451410659,0.8421052631578947,0.6427982181158227,0.9616894901831379,86.94234767025088,87.11111111111111,0.8418055555555555,0.9073611111111113,0.7434722222222218,1.005694444444445,78.35121976562006,78.12499975585936,0.7428571407346939,0.8235294093425606,0.6218487378228938,0.9445378122543606,62.45923037444637,61.23724356957552,0.5443310539517824,0.7035264706814046,0.30553792885734904,0.9423195957758379
10,f_KNN,0.0444833914438882,0.0055997848510741,0.0500831762949624,92.0834450804843,91.41703130259172,0.8988556041736789,0.9151800740491416,0.874368899360485,0.9396667788623356,94.27068716049516,92.89569889656336,0.916307690366894,0.9509711461419804,0.8643125067042645,1.00296632980461,89.65126186129216,89.64994951194885,0.8773981824301582,0.8986873106698081,0.8454644900706834,0.930621003029283,88.23655913978496,90.0,0.8333333333333334,0.9333333333333332,0.6833333333333336,1.083333333333333,91.84572014363722,91.20794079640145,0.8966791288079773,0.9137060164233493,0.8711387973849195,0.9392463478464068,89.77051971326165,90.41666666666669,0.8658333333333332,0.935277777777778,0.7616666666666663,1.0394444444444448,84.05357586362759,84.37499973632812,0.7868550345348196,0.8799999964799999,0.6471375916170492,1.0197174393977704,71.50539520815724,71.383892960781,0.6427824807805027,0.7999999999999506,0.4069562019513308,1.0358262788291226,82.80752688172043,83.33333333333334,0.7666666666666667,0.9,0.5666666666666668,1.1,85.52213114754097,85.0,0.8166666666666667,0.9,0.6916666666666667,1.025,87.92191356246218,87.5,0.8428125,0.925925925925926,0.7181423611111108,1.0505960648148152,88.23655913978496,90.0,0.8333333333333334,0.9333333333333332,0.6833333333333336,1.083333333333333,85.04123449847785,85.24590163934425,0.819672131147541,0.8928571428571429,0.7098946135831381,1.0026346604215457,89.77051971326165,90.41666666666669,0.8658333333333332,0.935277777777778,0.7616666666666663,1.0394444444444448,84.05357586362759,84.37499973632812,0.7868550345348196,0.8799999964799999,0.6471375916170492,1.0197174393977704,71.50539520815724,71.383892960781,0.6427824807805027,0.7999999999999506,0.4069562019513308,1.0358262788291226
15,f_KNN,0.0434870799382527,0.0053115685780842,0.0487986485163369,93.8904165390278,92.6455738808482,0.9180410636149444,0.9276728285903044,0.9035934161519046,0.942120476053344,96.28853509146631,94.12989488606374,0.9398626909115166,1.0,0.8496567272787916,1.090205963632725,91.3493477351774,91.0804442948502,0.8915348367553013,0.9126556714910804,0.8598535846516326,0.944336923594749,89.37204301075268,90.0,0.8373655913978495,0.9333333333333332,0.6934139784946238,1.0772849462365588,93.67082465622924,92.52608175132546,0.910724106324473,0.9264786254371083,0.8870923276555198,0.9501104041060616,90.01431899641575,90.38888888888889,0.8725,0.9404166666666668,0.7706250000000001,1.0422916666666666,85.07648341856674,84.61174216384816,0.8064516103017689,0.8937807850128688,0.675457848235119,1.0247745470795186,73.7520530633093,73.99400733958971,0.672515348185365,0.8017837257372235,0.4786127818575772,0.9956862920650112,83.90537634408605,83.33333333333334,0.8,0.9,0.6500000000000001,1.05,86.63989071038252,86.66666666666667,0.8333333333333334,0.9,0.7333333333333334,1.0,89.15829927503698,89.28571428571429,0.84375,0.9310344827586208,0.7128232758620688,1.061961206896552,89.37204301075268,90.0,0.8373655913978495,0.9333333333333332,0.6934139784946238,1.0772849462365588,86.2099699944543,86.20689655172413,0.8295380611581002,0.89378078817734,0.7331739706292406,0.9901448787061996,90.01431899641575,90.38888888888889,0.8725,0.9404166666666668,0.7706250000000001,1.0422916666666666,85.07648341856674,84.61174216384816,0.8064516103017689,0.8937807850128688,0.675457848235119,1.0247745470795186,73.7520530633093,73.99400733958971,0.672515348185365,0.8017837257372235,0.4786127818575772,0.9956862920650112
20,f_KNN,0.0433860143025715,0.0054890672365823,0.0488750815391539,93.91801112147832,92.32581622349376,0.912445304611242,1.0,0.7811132615281049,1.131332043083137,96.18709700782532,95.14481963386194,0.9383221520932036,1.0,0.8458053802330087,1.0925167718601947,91.44121502243344,90.57556378323795,0.8865701783911141,1.0,0.7164254459777852,1.170144732413329,89.73763440860218,90.0,0.8666666666666667,0.9333333333333332,0.7666666666666668,1.033333333333333,93.6964529931289,92.18642814334652,0.9101817179485115,1.0,0.7754542948712791,1.1347274230772326,90.8601612903226,91.66666666666669,0.8933333333333333,0.9448611111111112,0.8160416666666666,1.022152777777778,85.24341297543387,85.50420143279077,0.8120777002505607,0.8946428540012755,0.6882299696244885,1.0184905846273478,74.27582312015254,74.4197636289799,0.6726727939962702,0.833796682456286,0.4309869613062465,1.0754825151463097,84.04086021505378,83.33333333333334,0.8,0.9,0.6500000000000001,1.05,86.88879781420765,86.66666666666667,0.8333333333333334,0.9166666666666666,0.7083333333333335,1.0416666666666663,89.5386807695676,90.32258064516128,0.8518518518518519,0.9316091954022988,0.7322158365261813,1.0512452107279695,89.73763440860218,90.0,0.8666666666666667,0.9333333333333332,0.7666666666666668,1.033333333333333,86.44538308340935,87.09677419354838,0.8333333333333334,0.9098883572567784,0.7185007974481659,1.024720893141946,90.8601612903226,91.66666666666669,0.8933333333333333,0.9448611111111112,0.8160416666666666,1.022152777777778,85.24341297543387,85.50420143279077,0.8120777002505607,0.8946428540012755,0.6882299696244885,1.0184905846273478,74.27582312015254,74.4197636289799,0.6726727939962702,0.833796682456286,0.4309869613062465,1.0754825151463097
25,f_KNN,0.0436665296554564,0.0054654280344644,0.0491319576899209,94.71791413954938,93.0915516661057,0.9151800740491416,1.0,0.787950185122854,1.1272298889262875,96.70240187604035,96.4514891059778,0.9453044186623452,1.0,0.8632610466558632,1.0820433720064822,92.55734093997305,91.41703130259172,0.8912823964994951,1.0,0.7282059912487379,1.1630764052507572,90.0741935483871,90.0,0.8666666666666667,0.9333333333333332,0.7666666666666668,1.033333333333333,94.53598532758066,92.97510227259085,0.91284877712711,1.0,0.782121942817775,1.130726834309335,90.88326164874552,91.36111111111111,0.8833333333333333,0.941451612903226,0.7961559139784943,1.0286290322580651,86.09892845673707,86.43678131611838,0.8285714262040816,0.899999997,0.7214285700102041,1.0071428531938775,75.52762283580887,76.70929478597832,0.7003892132632803,0.8072073527955242,0.5401620039649144,0.9674345620938902,85.10645161290323,86.66666666666667,0.8,0.9,0.6500000000000001,1.05,87.58879781420765,88.33333333333333,0.85,0.9,0.7749999999999999,0.975,89.7817026563597,90.0,0.8620689655172413,0.9316091954022988,0.7577586206896549,1.0359195402298853,90.0741935483871,90.0,0.8666666666666667,0.9333333333333332,0.7666666666666668,1.033333333333333,87.20464735245201,87.71929824561403,0.8363636363636363,0.9039818548387096,0.7349363086510265,1.0054091825513194,90.88326164874552,91.36111111111111,0.8833333333333333,0.941451612903226,0.7961559139784943,1.0286290322580651,86.09892845673707,86.43678131611838,0.8285714262040816,0.899999997,0.7214285700102041,1.0071428531938775,75.52762283580887,76.70929478597832,0.7003892132632803,0.8072073527955242,0.5401620039649144,0.9674345620938902
30,f_KNN,0.0433019955952961,0.005370525519053,0.0486725211143492,94.51125065160264,93.02423426455736,0.9214069336923596,1.0,0.803517334230899,1.1178895994614606,96.4355301556102,94.41941007474988,0.9411659740831072,1.0,0.8529149352077677,1.0882510388753397,92.42573496663027,91.58532480646248,0.8999495119488388,1.0,0.7498737798720969,1.150075732076742,90.63440860215054,90.0,0.8666666666666667,0.9666666666666668,0.7166666666666666,1.116666666666667,94.34541294365124,92.9236014391711,0.9197180677325082,1.0,0.7992951693312704,1.1204228984012377,91.78992831541218,92.47222222222224,0.8966666666666667,0.9490277777777776,0.8181250000000002,1.027569444444444,86.93074440679204,87.49999972656249,0.8333333305555556,0.9008064486344952,0.732123653437146,1.002016125752905,77.02246499019355,77.05289916986813,0.733333333333288,0.833796682456286,0.5826383096487909,0.9844917061407832,85.94086021505379,86.66666666666667,0.8333333333333334,0.9,0.7333333333333334,1.0,88.28743169398908,88.33333333333333,0.8666666666666667,0.9166666666666666,0.7916666666666667,0.9916666666666664,90.54676853736756,90.16129032258064,0.8709677419354839,0.9583333333333334,0.7399193548387096,1.0893817204301075,90.63440860215054,90.0,0.8666666666666667,0.9666666666666668,0.7166666666666666,1.116666666666667,87.94148181602408,88.52459016393442,0.8523072252580449,0.9090909090909092,0.7671316995087485,0.9942664348402056,91.78992831541218,92.47222222222224,0.8966666666666667,0.9490277777777776,0.8181250000000002,1.027569444444444,86.93074440679204,87.49999972656249,0.8333333305555556,0.9008064486344952,0.732123653437146,1.002016125752905,77.02246499019355,77.05289916986813,0.733333333333288,0.833796682456286,0.5826383096487909,0.9844917061407832
35,f_KNN,0.0432722767194111,0.0053695996602375,0.0486418763796486,95.1568271669056,93.96667788623358,0.9254459777852576,1.0,0.813614944463144,1.1118310333221135,97.703014476342,97.0450718996385,0.9569892463255528,1.0,0.8924731158138821,1.0645161305116708,92.48129346873878,92.03971726691348,0.8773981824301582,1.0,0.6934954560753955,1.1839027263547628,92.1021505376344,93.33333333333331,0.9,0.9666666666666668,0.7999999999999998,1.0666666666666669,94.96614492517544,93.85235539555948,0.9234226447709594,1.0,0.8085566119273984,1.114866032843561,92.08154121863798,92.08333333333334,0.8970833333333335,0.95,0.8177083333333337,1.0293749999999997,87.40233959523712,87.49999972656249,0.8424899167009209,0.911818178832066,0.7384975235042031,1.0158105720287838,78.78659436540968,79.42149228598096,0.733799385705293,0.8375315127159578,0.5782011951892958,0.993129703231955,86.10752688172045,86.66666666666667,0.8333333333333334,0.9083333333333332,0.7208333333333334,1.0208333333333333,89.10519125683061,89.16666666666666,0.8666666666666667,0.9166666666666666,0.7916666666666667,0.9916666666666664,91.974493142684,92.5925925925926,0.8878205128205128,0.9615384615384616,0.7772435897435896,1.0721153846153848,92.1021505376344,93.33333333333331,0.9,0.9666666666666668,0.7999999999999998,1.0666666666666669,88.64620128068626,89.25824175824177,0.8604395604395605,0.918032786885246,0.7740497207710322,1.0044226265537743,92.08154121863798,92.08333333333334,0.8970833333333335,0.95,0.8177083333333337,1.0293749999999997,87.40233959523712,87.49999972656249,0.8424899167009209,0.911818178832066,0.7384975235042031,1.0158105720287838,78.78659436540968,79.42149228598096,0.733799385705293,0.8375315127159578,0.5782011951892958,0.993129703231955
40,f_KNN,0.043325118223826,0.0053683837254841,0.0486935019493101,95.8059335683418,93.65533490407272,0.9276337933355772,1.0,0.8190844833389429,1.108549309996634,97.73116038821637,97.243947858473,0.9509565217391304,1.0,0.8773913043478259,1.0735652173913044,93.76402088879368,91.95557051497812,0.8807640525075733,1.0,0.7019101312689332,1.1788539212386402,91.73333333333336,93.33333333333331,0.8666666666666667,0.9666666666666668,0.7166666666666666,1.116666666666667,95.6585984110526,93.5136060243026,0.9259896729776248,1.0,0.814974182444062,1.1110154905335627,91.69521505376342,91.83333333333334,0.8833333333333334,0.9566666666666666,0.7733333333333337,1.0666666666666662,88.02512325311932,88.76050391248411,0.8424899167009209,0.9125874096337228,0.7373436773017181,1.0177336490329256,79.21944819480346,80.17837257372234,0.7349684152591215,0.8375315127159578,0.581123769073867,0.9913761589012124,87.10430107526881,88.54838709677419,0.8333333333333334,0.9083333333333332,0.7208333333333334,1.0208333333333333,89.42021857923496,90.0,0.8666666666666667,0.9166666666666666,0.7916666666666667,0.9916666666666664,91.58295515408284,92.85714285714286,0.875,0.96,0.7475,1.0875,91.73333333333336,93.33333333333331,0.8666666666666667,0.9666666666666668,0.7166666666666666,1.116666666666667,89.08875263004389,90.0,0.8655172413793104,0.918032786885246,0.786743923120407,0.9968061051441496,91.69521505376342,91.83333333333334,0.8833333333333334,0.9566666666666666,0.7733333333333337,1.0666666666666662,88.02512325311932,88.76050391248411,0.8424899167009209,0.9125874096337228,0.7373436773017181,1.0177336490329256,79.21944819480346,80.17837257372234,0.7349684152591215,0.8375315127159578,0.581123769073867,0.9913761589012124
45,f_KNN,0.0432576139767963,0.0053235888481139,0.0485812028249103,95.6023010347855,94.07606866374958,0.939919219118142,1.0,0.8497980477953551,1.090121171322787,98.08485978891034,100.0,0.9592803851933064,1.0,0.8982009629832662,1.06107942221004,93.03363218179778,91.95557051497812,0.8864860316391787,1.0,0.7162150790979468,1.170270952541232,92.83333333333334,93.33333333333331,0.9,0.9666666666666668,0.7999999999999998,1.0666666666666669,95.43742453224348,93.89719714689195,0.9360787824529992,1.0,0.8401969561324981,1.0958818263205012,92.27722222222222,93.25,0.9,0.9551388888888888,0.8172916666666667,1.037847222222222,88.01000887608637,87.49999972656249,0.8484848459136822,0.9272030617594672,0.7304075221450049,1.0452803855281445,80.23620745511995,80.72073527955243,0.7577782324853988,0.8375315127159578,0.6381483121395601,0.9571614330617964,86.87096774193547,86.66666666666667,0.8333333333333334,0.9333333333333332,0.6833333333333336,1.083333333333333,89.8535519125683,90.0,0.8666666666666667,0.9166666666666666,0.7916666666666667,0.9916666666666664,92.76955545104371,93.10344827586208,0.8991379310344828,0.9629629629629628,0.8034003831417629,1.0587005108556828,92.83333333333334,93.33333333333331,0.9,0.9666666666666668,0.7999999999999998,1.0666666666666669,89.4616825038229,89.28571428571429,0.8676100628930818,0.918032786885246,0.7919759769048356,0.9936668728734924,92.27722222222222,93.25,0.9,0.9551388888888888,0.8172916666666667,1.037847222222222,88.01000887608637,87.49999972656249,0.8484848459136822,0.9272030617594672,0.7304075221450049,1.0452803855281445,80.23620745511995,80.72073527955243,0.7577782324853988,0.8375315127159578,0.6381483121395601,0.9571614330617964
50,f_KNN,0.0432355801264444,0.0052524089813231,0.0484879891077675,96.3407757058625,94.46314372265232,0.9385307977112084,1.0,0.8463269942780207,1.0922038034331876,98.09664302560329,100.0,0.9608938547486032,1.0,0.902234636871508,1.058659217877095,94.5014899358218,92.69606193200944,0.9121507909794682,1.0,0.7803769774486704,1.1317738135307978,92.20215053763442,93.33333333333331,0.9,0.9666666666666668,0.7999999999999998,1.0666666666666669,96.2221876962231,94.36161030587488,0.9345048575197014,1.0,0.8362621437992535,1.098242713720448,92.53019713261648,92.45967741935485,0.9,0.9502777777777778,0.8245833333333334,1.0256944444444445,88.24152778423127,88.56209120890112,0.8479020951601137,0.9265872981862034,0.7298742906209792,1.044615102725338,79.95451446640632,80.17837257372234,0.7670929478597832,0.8505323577130005,0.6419338330799573,0.9756914724928264,87.33655913978497,88.33333333333333,0.8333333333333334,0.9333333333333332,0.6833333333333336,1.083333333333333,89.77049180327869,90.0,0.8833333333333333,0.9218579234972678,0.8255464480874315,0.9796448087431696,92.13618049089231,92.5925925925926,0.8928571428571429,0.9615384615384616,0.7898351648351649,1.0645604395604396,92.20215053763442,93.33333333333331,0.9,0.9666666666666668,0.7999999999999998,1.0666666666666669,89.46059716227204,89.65517241379311,0.8709677419354839,0.9226190476190476,0.7934907834101383,1.000096006144393,92.53019713261648,92.45967741935485,0.9,0.9502777777777778,0.8245833333333334,1.0256944444444445,88.24152778423127,88.56209120890112,0.8479020951601137,0.9265872981862034,0.7298742906209792,1.044615102725338,79.95451446640632,80.17837257372234,0.7670929478597832,0.8505323577130005,0.6419338330799573,0.9756914724928264
