dataset,partition,network,accuracy,precision,sensitivity,specificity,fmeasure,npv,mcc,auc,tn,fp,fn,tp,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_fmeasure,val_npv,val_mcc,val_auc,val_tn,val_fp,val_fn,val_tp,val_runtime
100,1,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999750000006,0.9999999999131944,1.0,4,0,0,6,0.0011966228485107422,0.2,0.25,0.16666666666666666,0.25,0.2,0.16666666388888893,-0.5833333332826968,0.20833333333333334,1,3,5,1,0.7
100,2,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999750000006,0.9999999999131944,1.0,4,0,0,6,0.0011966228485107422,0.7,0.625,1.0,0.4,0.7692307692307693,0.9999999500000026,0.49999999993749994,0.7,2,3,0,5,0.7
100,3,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999750000006,0.9999999999131944,1.0,4,0,0,6,0.0011966228485107422,0.7,0.625,1.0,0.4,0.7692307692307693,0.9999999500000026,0.49999999993749994,0.7,2,3,0,5,0.7
100,4,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999666666678,0.9999999998866212,1.0,3,0,0,7,0.0011966228485107422,0.9,0.8571428571428571,1.0,0.75,0.923076923076923,0.9999999666666678,0.801783725657731,0.875,3,1,0,6,0.7
100,5,KNN,0.9,0.8571428571428571,1.0,0.75,0.923076923076923,0.9999999666666678,0.801783725657731,0.9166666666666666,3,1,0,6,0.0011966228485107422,1.0,1.0,1.0,1.0,1.0,0.9999999666666678,0.9999999998866212,1.0,3,0,0,7,0.7
100,6,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999750000006,0.9999999999131944,1.0,4,0,0,6,0.0011966228485107422,0.7,0.625,1.0,0.4,0.7692307692307693,0.9999999500000026,0.49999999993749994,0.7,2,3,0,5,0.7
100,7,KNN,1.0,1.0,1.0,1.0,1.0,0.9999999750000006,0.9999999999131944,1.0,4,0,0,6,0.0011966228485107422,0.2,0.25,0.16666666666666666,0.25,0.2,0.16666666388888893,-0.5833333332826968,0.20833333333333334,1,3,5,1,0.7
