epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,336.0,316.0,4484.0,4464.0,0.9335416555404663,0.9772468209266663,0.9318647384643555,0.18931399285793304,0.01,0.8642758131027222,0.9305338263511658,0.933891236782074,0.9300000071525574,0.934166669845581,95.0,93.0,1059.0,1057.0,0.9184027910232544,0.9603670239448547,0.9184117913246155,0.7381011247634888,0.8368823528289795,0.9175840020179749,0.9191304445266724,0.9175347089767456,0.9192708134651184
1,88.0,82.0,4674.0,4668.0,0.9825483560562134,0.997239887714386,0.9818102121353149,0.05375237762928009,0.01,0.9636815190315247,0.9812687039375305,0.9827368259429932,0.981497049331665,0.9824582934379578,106.0,106.0,1046.0,1046.0,0.9079861044883728,0.9641802310943604,0.9079859852790833,0.26699158549308777,0.8159722089767456,0.9079861044883728,0.9079861044883728,0.9079861044883728,0.9079861044883728
2,55.0,53.0,4703.0,4701.0,0.9888561964035034,0.9985416531562805,0.9878267645835876,0.03746078535914421,0.01,0.9756792187690735,0.9876505732536316,0.9888514876365662,0.988435685634613,0.9880416989326477,27.0,27.0,1125.0,1125.0,0.9765625,0.9941554069519043,0.9765623807907104,0.0784187838435173,0.953125,0.9765625,0.9765625,0.9765625,0.9765625
3,29.0,26.0,4730.0,4727.0,0.9941126704216003,0.9991106986999512,0.9942618012428284,0.019701506942510605,0.01,0.988555908203125,0.9939904808998108,0.9945297837257385,0.9939024448394775,0.9945833086967468,25.0,25.0,1127.0,1127.0,0.9782986044883728,0.9930822253227234,0.9782986044883728,0.07774466276168823,0.9565972089767456,0.9782986044883728,0.9782986044883728,0.9782986044883728,0.9782986044883728
4,28.0,25.0,4731.0,4728.0,0.9943229556083679,0.9998434782028198,0.9944668412208557,0.016069598495960236,0.01,0.9889628887176514,0.9941955804824829,0.9947401881217957,0.9941126704216003,0.9947916865348816,24.0,25.0,1127.0,1128.0,0.9782986044883728,0.9963408708572388,0.9787359237670898,0.06799136847257614,0.9574719667434692,0.9791666865348816,0.9783174395561218,0.9791666865348816,0.9782986044883728
5,11.0,12.0,4744.0,4745.0,0.9974768757820129,0.9999459385871887,0.9971466064453125,0.007831166498363018,0.01,0.9942964911460876,0.9972532391548157,0.9974774122238159,0.9976871609687805,0.997041642665863,21.0,21.0,1131.0,1131.0,0.9817708134651184,0.9976478815078735,0.9817708134651184,0.057250652462244034,0.9635416865348816,0.9817708134651184,0.9817708134651184,0.9817708134651184,0.9817708134651184
6,7.0,6.0,4750.0,4749.0,0.9987384080886841,0.999646782875061,0.998645007610321,0.007040996570140123,0.01,0.9972932934761047,0.9985449314117432,0.998738169670105,0.9985281825065613,0.9987499713897705,20.0,19.0,1133.0,1132.0,0.9826388955116272,0.9981836080551147,0.9830626249313354,0.0557294636964798,0.9661523103713989,0.9826655983924866,0.9834926128387451,0.9826388955116272,0.9835069179534912
7,3.0,2.0,4754.0,4753.0,0.999369204044342,0.999999463558197,0.9994783401489258,0.0023173431400209665,0.01,0.9989599585533142,0.9993782639503479,0.9995793700218201,0.999369204044342,0.9995833039283752,18.0,18.0,1134.0,1134.0,0.984375,0.9964233040809631,0.984375,0.05355110764503479,0.96875,0.984375,0.984375,0.984375,0.984375
8,6.0,7.0,4749.0,4750.0,0.9987384080886841,0.9999931454658508,0.9979828000068665,0.004586369730532169,0.01,0.9959309101104736,0.9982566237449646,0.9985284805297852,0.9987384080886841,0.9976249933242798,22.0,22.0,1130.0,1130.0,0.9809027910232544,0.9970718026161194,0.9809027910232544,0.06331613659858704,0.9618055820465088,0.9809027910232544,0.9809027910232544,0.9809027910232544,0.9809027910232544
9,5.0,5.0,4751.0,4751.0,0.9989486932754517,0.9997715353965759,0.9989583492279053,0.004420767072588205,0.01,0.9979166388511658,0.9989583492279053,0.9989486932754517,0.9989486932754517,0.9989583492279053,24.0,24.0,1128.0,1128.0,0.9791666865348816,0.9954702854156494,0.9791666865348816,0.07858338952064514,0.9583333134651184,0.9791666865348816,0.9791666865348816,0.9791666865348816,0.9791666865348816
10,14.0,14.0,4742.0,4742.0,0.9972665905952454,0.9998676776885986,0.996419370174408,0.006465504877269268,0.01,0.9928073883056641,0.9965931177139282,0.9970563650131226,0.9970563650131226,0.9961667060852051,29.0,27.0,1125.0,1123.0,0.9756944179534912,0.9959351420402527,0.9756531119346619,0.07718320190906525,0.9514134526252747,0.9749315977096558,0.9765217304229736,0.9748263955116272,0.9765625
11,3.0,3.0,4753.0,4753.0,0.999369204044342,0.9999983906745911,0.9993749856948853,0.0024061715230345726,0.0009999999,0.9987499713897705,0.9993749856948853,0.999369204044342,0.999369204044342,0.9993749856948853,25.0,25.0,1127.0,1127.0,0.9782986044883728,0.9962192177772522,0.9782986044883728,0.07194753736257553,0.9565972089767456,0.9782986044883728,0.9782986044883728,0.9782986044883728,0.9782986044883728
12,1.0,1.0,4755.0,4755.0,0.9997897148132324,0.999999463558197,0.99979168176651,0.0016583489486947656,0.0009999999,0.9995833039283752,0.99979168176651,0.9997897148132324,0.9997897148132324,0.99979168176651,25.0,23.0,1129.0,1127.0,0.9800347089767456,0.9958688616752625,0.9791529774665833,0.07006557285785675,0.9583464860916138,0.9783386588096619,0.9800000190734863,0.9782986044883728,0.9800347089767456
