epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,330.0,344.0,4392.0,4406.0,0.9324324131011963,0.9807764887809753,0.9288753867149353,0.17772088944911957,0.01,0.8579248785972595,0.9304166436195374,0.9275789260864258,0.9303209185600281,0.9273648858070374,214.0,222.0,994.0,1002.0,0.8207237124443054,0.9019068479537964,0.8213787078857422,0.8030577898025513,0.6414844989776611,0.822727620601654,0.8186274766921997,0.8240131735801697,0.8174341917037964
1,67.0,64.0,4632.0,4629.0,0.9861584305763245,0.9985778331756592,0.985450029373169,0.043891940265893936,0.01,0.970955491065979,0.9852040410041809,0.9863626956939697,0.9857325553894043,0.9857827425003052,57.0,54.0,1162.0,1159.0,0.953125,0.9840105175971985,0.9542839527130127,0.1480821967124939,0.9087340831756592,0.9532894492149353,0.9554823040962219,0.953125,0.9555920958518982
2,15.0,17.0,4679.0,4681.0,0.9965928196907043,0.9998028874397278,0.9962713122367859,0.01236447412520647,0.01,0.9925491809844971,0.9964873790740967,0.9963814616203308,0.9968057870864868,0.996058464050293,38.0,33.0,1183.0,1178.0,0.9703947305679321,0.9913055896759033,0.9707051515579224,0.10131166130304337,0.9416521191596985,0.9689884185791016,0.9727497696876526,0.96875,0.9728618264198303
3,23.0,21.0,4675.0,4673.0,0.9955281019210815,0.9996689558029175,0.9946492314338684,0.014569615945219994,0.01,0.9893083572387695,0.9944494962692261,0.9955261945724487,0.9951022267341614,0.9948621392250061,23.0,21.0,1195.0,1193.0,0.9827302694320679,0.9951422214508057,0.9818819761276245,0.06631184369325638,0.9638278484344482,0.9811487793922424,0.98270183801651,0.9810855388641357,0.9827302694320679
4,6.0,9.0,4687.0,4690.0,0.9985093474388123,0.9999833703041077,0.9984188675880432,0.005988746881484985,0.01,0.9968377351760864,0.9987331032752991,0.9980847239494324,0.9987223148345947,0.998099684715271,15.0,16.0,1200.0,1201.0,0.9876644611358643,0.9959555268287659,0.9872565269470215,0.058315396308898926,0.9745128750801086,0.9876644611358643,0.9868529438972473,0.9876644611358643,0.9868420958518982
5,13.0,13.0,4683.0,4683.0,0.997231662273407,0.9995148181915283,0.9972550868988037,0.010419401340186596,0.01,0.9945101141929626,0.9972550868988037,0.997231662273407,0.997231662273407,0.9972550868988037,24.0,24.0,1192.0,1192.0,0.9802631735801697,0.9927850365638733,0.9802631735801697,0.10086303949356079,0.9605262875556946,0.9802631735801697,0.9802631735801697,0.9802631735801697,0.9802631735801697
6,7.0,7.0,4689.0,4689.0,0.9982964396476746,0.9999794363975525,0.9985219836235046,0.005483223125338554,0.01,0.9970472455024719,0.9985252618789673,0.9985093474388123,0.9985093474388123,0.9985219836235046,17.0,17.0,1199.0,1199.0,0.9860197305679321,0.9961299300193787,0.9860197305679321,0.05858295038342476,0.9720394611358643,0.9860197305679321,0.9860197305679321,0.9860197305679321,0.9860197305679321
7,6.0,5.0,4691.0,4690.0,0.9987223148345947,0.9999983310699463,0.9988378286361694,0.002611839445307851,0.01,0.9976789951324463,0.9987363815307617,0.9989350438117981,0.9987223148345947,0.9989442825317383,16.0,16.0,1200.0,1200.0,0.9868420958518982,0.9961498975753784,0.9868420958518982,0.060705121606588364,0.9736841917037964,0.9868420958518982,0.9868420958518982,0.9868420958518982,0.9868420958518982
8,5.0,4.0,4692.0,4691.0,0.9991481900215149,0.9999917149543762,0.9990473389625549,0.003741244086995721,0.0009999999,0.9981012344360352,0.9989507794380188,0.9991480112075806,0.9989352822303772,0.9991554021835327,16.0,16.0,1200.0,1200.0,0.9868420958518982,0.9962114691734314,0.9868420958518982,0.060349058359861374,0.9736841917037964,0.9868420958518982,0.9868420958518982,0.9868420958518982,0.9868420958518982
9,2.0,2.0,4694.0,4694.0,0.9995741248130798,0.9999996423721313,0.9992257356643677,0.001570460619404912,0.0009999999,0.9984516501426697,0.9992257356643677,0.9995741248130798,0.9995741248130798,0.9992257356643677,16.0,16.0,1200.0,1200.0,0.9868420958518982,0.9954777359962463,0.9868420958518982,0.06057126447558403,0.9736841917037964,0.9868420958518982,0.9868420958518982,0.9868420958518982,0.9868420958518982
