dataset,network,DenseNum,DropOut,FreezePercentage,BatchSize,epoch,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,TP,TN,FP,FN,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_TP,val_TN,val_FP,val_FN,val_runtime
25,InceptionV3,128,0.3,0.3,64,10,0.9737291932106018,0.9745563268661499,0.9735155701637268,0.9748733043670654,0.9743409156799316,0.9738485813140869,0.9487138986587524,0.9973154067993164,4558.0,4563.0,119.0,124.0,113.42224383354187,0.9424341917037964,0.9433032274246216,0.9440789222717285,0.9432565569877625,0.9436896443367004,0.9440512657165527,0.887352705001831,0.9827097058296204,1148.0,1147.0,69.0,68.0,8.033388614654541
25,InceptionV3,128,0.3,0.3,64,17,0.990462064743042,0.990462064743042,0.990462064743042,0.9904983043670654,0.9904933571815491,0.9905275106430054,0.9810159802436829,0.9995235204696655,4673.0,4673.0,45.0,45.0,160.73272132873535,0.9457237124443054,0.9464138746261597,0.9440789222717285,0.9465460777282715,0.9452961087226868,0.9441413879394531,0.8906562328338623,0.9799340963363647,1148.0,1151.0,65.0,68.0,7.066652059555054
25,InceptionV3,128,0.3,0.3,64,5,0.9569915533065796,0.9563374519348145,0.9559321999549866,0.956010639667511,0.9557814598083496,0.9556708335876465,0.9116487503051758,0.9920777678489685,4512.0,4514.0,206.0,208.0,80.23626589775085,0.953125,0.953125,0.953125,0.953125,0.953110933303833,0.9531715512275696,0.9062708616256714,0.983744740486145,1159.0,1159.0,57.0,57.0,6.938666582107544
25,InceptionV3,128,0.3,0.3,64,6,0.9572758078575134,0.9562275409698486,0.9564297795295715,0.9562621116638184,0.9563751220703125,0.9565913081169128,0.9128416776657104,0.9921086430549622,4522.0,4521.0,207.0,206.0,85.49842071533203,0.9479166865348816,0.9479618668556213,0.9487847089767456,0.9479166865348816,0.9483674168586731,0.9487571716308594,0.8967076539993286,0.9859665036201477,1093.0,1092.0,60.0,59.0,6.982579708099365
25,InceptionV3,128,0.3,0.3,64,6,0.9590889811515808,0.9590976238250732,0.9592998623847961,0.9575694799423218,0.9576749801635742,0.9578227996826172,0.915397047996521,0.9922189116477966,4549.0,4548.0,194.0,193.0,86.78827142715454,0.9435763955116272,0.9442993998527527,0.9418402910232544,0.9444444179534912,0.9430075883865356,0.9421416521072388,0.8863223195075989,0.9826260805130005,1085.0,1088.0,64.0,67.0,6.8014349937438965
25,InceptionV3,128,0.3,0.3,64,12,0.9735183119773865,0.9729162454605103,0.9739386439323425,0.9723294973373413,0.9728797674179077,0.9733521342277527,0.9457418918609619,0.9965072274208069,4634.0,4629.0,129.0,124.0,127.47495889663696,0.9444444179534912,0.9451219439506531,0.9418402910232544,0.9453125,0.9434182643890381,0.9421842098236084,0.8871856331825256,0.986607551574707,1085.0,1089.0,63.0,67.0,6.848226308822632
25,InceptionV3,128,0.3,0.3,64,13,0.966481626033783,0.9662825465202332,0.9666951298713684,0.9666385054588318,0.9668521285057068,0.9671099781990051,0.9337546825408936,0.9946561455726624,4528.0,4526.0,158.0,156.0,132.1384994983673,0.9473684430122375,0.9465899467468262,0.9473684430122375,0.9465460777282715,0.9469603300094604,0.9473684430122375,0.8939207792282104,0.9871325492858887,1152.0,1151.0,65.0,64.0,6.757181167602539
25,InceptionV3,128,0.3,0.3,64,12,0.9746085405349731,0.9745816588401794,0.97355055809021,0.9745839834213257,0.9740366339683533,0.9736019968986511,0.948148250579834,0.9977618455886841,4601.0,4606.0,120.0,125.0,125.79630827903748,0.9461805820465088,0.9461337924003601,0.9453125,0.9461805820465088,0.9457290172576904,0.9453646540641785,0.8915113806724548,0.9822602272033691,1089.0,1090.0,62.0,63.0,6.732036828994751
25,InceptionV3,128,0.3,0.3,64,14,0.9842833280563354,0.9840770959854126,0.9842833280563354,0.9840046167373657,0.9841095209121704,0.9842316508293152,0.9682379364967346,0.9983901977539062,4697.0,4696.0,76.0,75.0,140.69664406776428,0.9453125,0.9444926381111145,0.9453125,0.9444444179534912,0.9449086785316467,0.9452574253082275,0.8897627592086792,0.983343780040741,1089.0,1088.0,64.0,63.0,6.739279747009277
25,InceptionV3,128,0.3,0.3,64,7,0.9630942344665527,0.9622759222984314,0.9626772403717041,0.9622778296470642,0.9624878168106079,0.9627538919448853,0.9250381588935852,0.9930768013000488,4617.0,4615.0,181.0,179.0,93.25961494445801,0.9384191036224365,0.9374424815177917,0.9365808963775635,0.9375,0.9369711875915527,0.9367350339889526,0.8740987181663513,0.9807263016700745,1019.0,1020.0,68.0,69.0,6.4333109855651855
25,InceptionV3,128,0.3,0.3,64,14,0.9799746870994568,0.9805743098258972,0.9789207577705383,0.9808333516120911,0.9799785614013672,0.9792398810386658,0.9600310325622559,0.9977953433990479,4644.0,4652.0,92.0,100.0,140.66195034980774,0.9470486044883728,0.947826087474823,0.9461805820465088,0.9479166865348816,0.9470274448394775,0.9462447762489319,0.8941209316253662,0.9862984418869019,1090.0,1092.0,60.0,62.0,6.657278060913086
25,InceptionV3,128,0.3,0.3,64,14,0.9788381457328796,0.979651153087616,0.9788381457328796,0.9798519611358643,0.9794259071350098,0.9790948629379272,0.9589182138442993,0.9980827569961548,4718.0,4722.0,98.0,102.0,139.62782764434814,0.9494485259056091,0.9494949579238892,0.9503676295280457,0.9494485259056091,0.9499322175979614,0.9503353238105774,0.8998340368270874,0.9870619177818298,1034.0,1033.0,55.0,54.0,6.521763563156128
25,InceptionV3,128,0.3,0.3,64,8,0.9610969424247742,0.9601272344589233,0.9623724222183228,0.9603040814399719,0.9615375399589539,0.9625293612480164,0.9229797124862671,0.9933164119720459,4527.0,4516.0,188.0,177.0,98.71572256088257,0.9465460777282715,0.9481054544448853,0.9465460777282715,0.9481908082962036,0.9473230242729187,0.9466472268104553,0.8947482705116272,0.9864912033081055,1151.0,1153.0,63.0,65.0,6.585307836532593
25,InceptionV3,128,0.3,0.3,64,8,0.9667624235153198,0.966004490852356,0.9677882790565491,0.9663149118423462,0.9672563076019287,0.9681249856948853,0.9344981908798218,0.9944450259208679,4717.0,4708.0,166.0,157.0,100.89797043800354,0.9462890625,0.945365846157074,0.9462890625,0.9453125,0.9458272457122803,0.9462425708770752,0.8916083574295044,0.9861822128295898,969.0,968.0,56.0,55.0,6.589547872543335
25,InceptionV3,128,0.3,0.3,64,7,0.9584921598434448,0.9594910144805908,0.9580686092376709,0.9594932794570923,0.9587569236755371,0.9582057595252991,0.917650580406189,0.993499219417572,4524.0,4531.0,191.0,198.0,91.69202327728271,0.9523026347160339,0.951360285282135,0.9490131735801697,0.9514802694320679,0.9501460194587708,0.9492400288581848,0.900521457195282,0.9868939518928528,1154.0,1157.0,59.0,62.0,6.510637521743774
25,InceptionV3,128,0.3,0.3,64,9,0.9736952185630798,0.9735140800476074,0.9745302796363831,0.9734645485877991,0.9740064740180969,0.9744971990585327,0.9480052590370178,0.99625563621521,4668.0,4663.0,127.0,122.0,107.2640905380249,0.9365808963775635,0.9339449405670166,0.935661792755127,0.9338235259056091,0.9348201751708984,0.9355418086051941,0.8695225715637207,0.9678502678871155,1018.0,1016.0,72.0,70.0,6.420316934585571
