dataset,network,DenseNum,DropOut,FreezePercentage,BatchSize,epoch,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,TP,TN,FP,FN,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_TP,val_TN,val_FP,val_FN,val_runtime
45,MobileNetV2,128,0.3,0.3,64,38,0.9991456866264343,0.9991458654403687,0.9993592500686646,0.9991554021835327,0.9992617964744568,0.9993665814399719,0.9985235929489136,0.9999969601631165,4679.0,4678.0,4.0,3.0,161.99986672401428,0.9810855388641357,0.979457676410675,0.9802631735801697,0.9794408082962036,0.9798485636711121,0.980288028717041,0.9597223401069641,0.9899789094924927,1192.0,1191.0,25.0,24.0,2.84017276763916
45,MobileNetV2,128,0.3,0.3,64,0,0.9309543967247009,0.9256285429000854,0.9250422120094299,0.9256756901741028,0.925456166267395,0.9250664710998535,0.8509668707847595,0.9772703647613525,4381.0,4384.0,352.0,355.0,24.849053859710693,0.7631579041481018,0.7523733973503113,0.7820723652839661,0.7425987124443054,0.7672748565673828,0.7725360989570618,0.5253190398216248,0.8551298379898071,951.0,903.0,313.0,265.0,2.98423433303833
45,MobileNetV2,128,0.3,0.3,64,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,4720.0,4720.0,0.0,0.0,183.65644645690918,0.9761512875556946,0.9753289222717285,0.9753289222717285,0.9753289222717285,0.9753028750419617,0.9753918051719666,0.9506693482398987,0.988622784614563,1186.0,1186.0,30.0,30.0,2.9293367862701416
45,MobileNetV2,128,0.3,0.3,64,0,0.9305320978164673,0.9254868626594543,0.9231418967247009,0.9256756901741028,0.9244203567504883,0.9233244061470032,0.8490614891052246,0.9793398380279541,4372.0,4384.0,352.0,364.0,24.481555700302124,0.8706597089767456,0.870322048664093,0.8680555820465088,0.8706597089767456,0.8689072132110596,0.8691433072090149,0.7389567494392395,0.953157365322113,1000.0,1003.0,149.0,152.0,2.8582658767700195
45,MobileNetV2,128,0.3,0.3,64,0,0.9364583492279053,0.9276631474494934,0.9270833134651184,0.9277083277702332,0.9271962642669678,0.9277232885360718,0.8550832271575928,0.9799937605857849,4450.0,4453.0,347.0,350.0,25.001787424087524,0.8020833134651184,0.7740916013717651,0.8506944179534912,0.7517361044883728,0.8108710050582886,0.8340251445770264,0.6057894825935364,0.8932265043258667,980.0,866.0,286.0,172.0,2.860743284225464
45,MobileNetV2,128,0.3,0.3,64,13,0.994535505771637,0.9951639771461487,0.994745671749115,0.9948105812072754,0.9945957660675049,0.9944194555282593,0.9892171025276184,0.9998761415481567,4733.0,4735.0,23.0,25.0,72.36956882476807,0.9652777910232544,0.965247631072998,0.9644097089767456,0.9652777910232544,0.9648197889328003,0.9644631147384644,0.9296935200691223,0.9845035076141357,1111.0,1112.0,40.0,41.0,2.909848690032959
45,MobileNetV2,128,0.3,0.3,64,9,0.9946627020835876,0.994452714920044,0.9950896501541138,0.9945101141929626,0.9948340654373169,0.9951498508453369,0.9896746277809143,0.9996241927146912,4661.0,4658.0,26.0,23.0,56.80335354804993,0.9506579041481018,0.9622799754142761,0.9440789222717285,0.9629934430122375,0.9529426097869873,0.9455358386039734,0.9073786735534668,0.990129828453064,1148.0,1171.0,45.0,68.0,2.948303461074829
45,MobileNetV2,128,0.3,0.3,64,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4726.0,4726.0,0.0,0.0,143.32829070091248,0.9791666865348816,0.9791304469108582,0.9774305820465088,0.9791666865348816,0.9782849550247192,0.9774706363677979,0.956610381603241,0.9878849387168884,1126.0,1128.0,24.0,26.0,2.8872694969177246
45,MobileNetV2,128,0.3,0.3,64,47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4772.0,4772.0,0.0,0.0,185.03515243530273,0.9765625,0.9765217304229736,0.9748263955116272,0.9765625,0.975632905960083,0.9749599099159241,0.9514005184173584,0.9865062832832336,1123.0,1125.0,27.0,29.0,2.909135341644287
45,MobileNetV2,128,0.3,0.3,64,21,0.9995830059051514,0.9995830059051514,0.9995830059051514,0.9995833039283752,0.9995833039283752,0.9995833039283752,0.9991666674613953,0.9999985694885254,4794.0,4794.0,2.0,2.0,100.84263586997986,0.9650735259056091,0.9650413990020752,0.9641544222831726,0.9650735259056091,0.9645811915397644,0.9642387628555298,0.9292477965354919,0.9829176664352417,1049.0,1050.0,38.0,39.0,2.8623626232147217
45,MobileNetV2,128,0.3,0.3,64,32,0.9995784163475037,0.9995784759521484,0.9997891783714294,0.9995833039283752,0.9996883273124695,0.99979168176651,0.999376654624939,0.9999996423721313,4743.0,4742.0,2.0,1.0,139.93823385238647,0.96875,0.9670425057411194,0.9678819179534912,0.9670138955116272,0.9674646854400635,0.967854380607605,0.9349020719528198,0.9876172542572021,1115.0,1114.0,38.0,37.0,2.9081215858459473
45,MobileNetV2,128,0.3,0.3,64,6,0.9867219924926758,0.9869213104248047,0.9863070249557495,0.9870476722717285,0.9867283701896667,0.986495852470398,0.9735231995582581,0.9983842968940735,4754.0,4757.0,63.0,66.0,46.56221389770508,0.8979779481887817,0.8967093229293823,0.9016544222831726,0.8961396813392639,0.8991877436637878,0.9011237025260925,0.7978510856628418,0.9480220675468445,981.0,975.0,113.0,107.0,2.885280132293701
45,MobileNetV2,128,0.3,0.3,64,23,0.9997873902320862,0.999787449836731,1.0,0.9997888803482056,0.9998952746391296,1.0,0.9997904896736145,1.0,4704.0,4703.0,1.0,0.0,107.32846283912659,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.9736841917037964,0.9473684430122375,0.9880973100662231,1184.0,1184.0,32.0,32.0,2.829575777053833
45,MobileNetV2,128,0.3,0.3,64,19,0.9989741444587708,0.998358964920044,0.998563826084137,0.9983766078948975,0.998478889465332,0.9985857605934143,0.9969640970230103,0.9995636940002441,4867.0,4866.0,8.0,7.0,95.14210247993469,0.9599609375,0.9590643048286438,0.9609375,0.958984375,0.9599912166595459,0.9608910083770752,0.9199361801147461,0.9740023612976074,984.0,982.0,42.0,40.0,2.835289239883423
45,MobileNetV2,128,0.3,0.3,64,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4722.0,4722.0,0.0,0.0,133.50437808036804,0.9777960777282715,0.9777777791023254,0.9769737124443054,0.9777960777282715,0.9773815274238586,0.9769863486289978,0.9547760486602783,0.9904561638832092,1188.0,1189.0,27.0,28.0,2.970348358154297
45,MobileNetV2,128,0.3,0.3,64,6,0.9929018616676331,0.9922804236412048,0.9929018616676331,0.9922916889190674,0.9926032423973083,0.9929294586181641,0.9852195382118225,0.9997450113296509,4756.0,4753.0,37.0,34.0,46.36434054374695,0.9568014740943909,0.9702209234237671,0.9283088445663452,0.9715073704719543,0.9484235048294067,0.9324046969413757,0.9012060165405273,0.9880227446556091,1010.0,1057.0,31.0,78.0,3.1416499614715576
45,MobileNetV2,128,0.3,0.3,64,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4816.0,4816.0,0.0,0.0,119.62910079956055,0.9696691036224365,0.969613254070282,0.9678308963775635,0.9696691036224365,0.9687137603759766,0.9679157137870789,0.9375132322311401,0.9889891147613525,1053.0,1055.0,33.0,35.0,2.882870674133301
45,MobileNetV2,128,0.3,0.3,64,0,0.9314583539962769,0.928810715675354,0.9241666793823242,0.9291666746139526,0.9266566038131714,0.9243425726890564,0.8535110354423523,0.9803547263145447,4436.0,4460.0,340.0,364.0,24.8129620552063,0.8376736044883728,0.8435804843902588,0.8098958134651184,0.8498263955116272,0.8256609439849854,0.8188279271125793,0.6607611775398254,0.9179732799530029,933.0,979.0,173.0,219.0,2.8732686042785645
45,MobileNetV2,128,0.3,0.3,64,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4828.0,4828.0,0.0,0.0,132.41670393943787,0.9641544222831726,0.9641544222831726,0.9641544222831726,0.9641544222831726,0.9641543030738831,0.9641544222831726,0.9283088445663452,0.9834428429603577,1049.0,1049.0,39.0,39.0,2.8425867557525635
45,MobileNetV2,128,0.3,0.3,64,39,0.9995764493942261,0.9993647933006287,0.9995764493942261,0.9993665814399719,0.999472975730896,0.9995777010917664,0.9989458918571472,0.9999995827674866,4720.0,4719.0,3.0,2.0,164.60127353668213,0.9761512875556946,0.9761512875556946,0.9761512875556946,0.9761512875556946,0.9761446714401245,0.9761766195297241,0.952315092086792,0.9919812679290771,1187.0,1187.0,29.0,29.0,2.900426149368286
45,MobileNetV2,128,0.3,0.3,64,9,0.9913901686668396,0.9911820292472839,0.9913901686668396,0.9912499785423279,0.99135822057724,0.9914611577987671,0.9827193021774292,0.999699056148529,4721.0,4720.0,42.0,41.0,58.03017616271973,0.9114583134651184,0.9129678010940552,0.9105902910232544,0.9131944179534912,0.911784827709198,0.9108521938323975,0.8238367438316345,0.9452069997787476,1049.0,1052.0,100.0,103.0,2.8427658081054688
45,MobileNetV2,128,0.3,0.3,64,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4756.0,4756.0,0.0,0.0,183.17356538772583,0.9670138955116272,0.9669852256774902,0.9661458134651184,0.9670138955116272,0.9665558934211731,0.9661992192268372,0.9331657886505127,0.986577570438385,1113.0,1114.0,38.0,39.0,2.7825543880462646
45,MobileNetV2,128,0.3,0.3,64,1,0.9712153673171997,0.9726554155349731,0.9707888960838318,0.9729729890823364,0.9716919660568237,0.9707234501838684,0.943577766418457,0.9957022070884705,4553.0,4562.0,128.0,137.0,28.822481632232666,0.8199012875556946,0.8703517317771912,0.7121710777282715,0.8939144611358643,0.7817394137382507,0.7589699029922485,0.6172057390213013,0.909621000289917,866.0,1087.0,129.0,350.0,2.8292436599731445
45,MobileNetV2,128,0.3,0.3,64,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,4708.0,4708.0,0.0,0.0,183.4019477367401,0.9703947305679321,0.9711459279060364,0.96875,0.9712170958518982,0.9699220061302185,0.9688891172409058,0.9399845004081726,0.9847086071968079,1178.0,1181.0,35.0,38.0,2.9477932453155518
45,MobileNetV2,128,0.3,0.3,64,6,0.9903725385665894,0.9901611804962158,0.9899539351463318,0.9900991916656494,0.9899892210960388,0.9899224042892456,0.9800101518630981,0.9993717074394226,4730.0,4731.0,47.0,48.0,46.14595818519592,0.8854166865348816,0.8766067028045654,0.8880208134651184,0.875,0.8822315335273743,0.8866764307022095,0.7631316184997559,0.9322803616523743,1023.0,1008.0,144.0,129.0,2.8761086463928223
45,MobileNetV2,128,0.3,0.3,64,1,0.9654074907302856,0.9646785259246826,0.967954158782959,0.9644847512245178,0.9662812948226929,0.9677696228027344,0.9324736595153809,0.9941553473472595,4561.0,4545.0,167.0,151.0,28.480448961257935,0.8050987124443054,0.818728506565094,0.7837170958518982,0.8264802694320679,0.8007850050926208,0.7928427457809448,0.611034095287323,0.9056212902069092,953.0,1005.0,211.0,263.0,3.0975236892700195
