epoch,FN,FP,TN,TP,accuracy,auc,f1_score,loss,lr,mcc,npv,precision,recall,specificity,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_auc,val_f1_score,val_loss,val_mcc,val_npv,val_precision,val_recall,val_specificity
0,879.0,894.0,3842.0,3857.0,0.8205236196517944,0.8934711217880249,0.8130685091018677,0.42421117424964905,0.01,0.6260500550270081,0.8141334056854248,0.8118290901184082,0.814400315284729,0.8112331032752991,609.0,609.0,607.0,607.0,0.49917763471603394,0.4991776645183563,0.49917757511138916,10.111763954162598,-0.0016447368543595076,0.49917763471603394,0.49917763471603394,0.49917763471603394,0.49917763471603394
1,577.0,561.0,4153.0,4137.0,0.8784471750259399,0.9454298615455627,0.8792027831077576,0.2986326813697815,0.01,0.7589635848999023,0.8782585859298706,0.8805874586105347,0.8775986433029175,0.8811032176017761,609.0,609.0,607.0,607.0,0.49917763471603394,0.5028722286224365,0.49917757511138916,4.0852131843566895,-0.0016447368543595076,0.49917763471603394,0.49917763471603394,0.49917763471603394,0.49917763471603394
2,511.0,511.0,4203.0,4203.0,0.8930844068527222,0.9562656879425049,0.8915553689002991,0.2671116590499878,0.01,0.7833407521247864,0.8918684124946594,0.8915994763374329,0.8915994763374329,0.8915500044822693,521.0,529.0,687.0,695.0,0.5674341917037964,0.7146145701408386,0.5696890354156494,1.5256929397583008,0.1365240067243576,0.5686532258987427,0.5678104758262634,0.5715460777282715,0.5649670958518982
3,465.0,449.0,4265.0,4249.0,0.9030547142028809,0.9633276462554932,0.9025216102600098,0.24463574588298798,0.01,0.8055521845817566,0.901536762714386,0.9044274091720581,0.9013576507568359,0.9044199585914612,498.0,482.0,734.0,718.0,0.5986841917037964,0.6689807772636414,0.5944236516952515,2.119581937789917,0.19411613047122955,0.595661997795105,0.5983333587646484,0.5904605388641357,0.6036184430122375
4,432.0,443.0,4271.0,4282.0,0.9075095653533936,0.9684876203536987,0.9072655439376831,0.2277969866991043,0.01,0.8143552541732788,0.9081522226333618,0.9062433838844299,0.908358097076416,0.9059081077575684,196.0,190.0,1026.0,1020.0,0.8388158082962036,0.915852963924408,0.8407502174377441,0.4556843638420105,0.6825942993164062,0.8398973345756531,0.8429751992225647,0.8388158082962036,0.84375
5,415.0,418.0,4296.0,4299.0,0.9132371544837952,0.9703161716461182,0.9114867448806763,0.2192915976047516,0.01,0.8228659629821777,0.9115933775901794,0.9113843441009521,0.9119643568992615,0.9110763072967529,214.0,206.0,1010.0,1002.0,0.8264802694320679,0.9194718599319458,0.8264384269714355,0.4119703769683838,0.6546705365180969,0.8257730603218079,0.8294702172279358,0.8240131735801697,0.8305920958518982
6,362.0,360.0,4354.0,4352.0,0.9223589301109314,0.9769402742385864,0.923305332660675,0.19421499967575073,0.01,0.846766471862793,0.923269510269165,0.9235993027687073,0.9232074618339539,0.9235441088676453,119.0,120.0,1096.0,1097.0,0.9013158082962036,0.9561622142791748,0.9018061757087708,0.3061077296733856,0.8034688830375671,0.9019926190376282,0.9013968706130981,0.9021381735801697,0.9013158082962036
7,366.0,377.0,4337.0,4348.0,0.9221467971801758,0.9761871099472046,0.9212513566017151,0.19640803337097168,0.01,0.8423269987106323,0.922092854976654,0.9202116131782532,0.9223589301109314,0.9199545383453369,147.0,144.0,1072.0,1069.0,0.8815789222717285,0.9472480416297913,0.8801801800727844,0.33765092492103577,0.7607049345970154,0.8794533610343933,0.881286084651947,0.8791118264198303,0.8815789222717285
8,312.0,323.0,4391.0,4402.0,0.9329656362533569,0.9811328649520874,0.9328638315200806,0.1743907928466797,0.01,0.8657740950584412,0.9340518116950989,0.9316402077674866,0.9338141679763794,0.9316883683204651,225.0,217.0,999.0,991.0,0.8182565569877625,0.9190972447395325,0.8176785707473755,0.3827124536037445,0.6365529298782349,0.816149890422821,0.820364236831665,0.8149670958518982,0.8215460777282715
9,322.0,318.0,4396.0,4392.0,0.9321171045303345,0.981727123260498,0.9322965741157532,0.17178073525428772,0.01,0.8646910190582275,0.9319931268692017,0.9324840903282166,0.9316928386688232,0.9327440857887268,109.0,109.0,1107.0,1107.0,0.9103618264198303,0.9649722576141357,0.9103617668151855,0.24031352996826172,0.8207237124443054,0.9103618264198303,0.9103618264198303,0.9103618264198303,0.9103618264198303
10,295.0,294.0,4420.0,4419.0,0.9384810924530029,0.9849923253059387,0.9374909400939941,0.1571994423866272,0.01,0.8750414252281189,0.9374334216117859,0.9376193284988403,0.9374204277992249,0.9375905394554138,137.0,138.0,1078.0,1079.0,0.8865131735801697,0.956827700138092,0.8869784474372864,0.27589601278305054,0.7738534212112427,0.8872311115264893,0.8866063952445984,0.8873355388641357,0.8865131735801697
11,281.0,281.0,4433.0,4433.0,0.9403903484344482,0.9854388236999512,0.9403716325759888,0.15306806564331055,0.01,0.8808315396308899,0.9404197931289673,0.9403903484344482,0.9403903484344482,0.9404459595680237,108.0,105.0,1111.0,1108.0,0.9128289222717285,0.9715096354484558,0.9122255444526672,0.21796317398548126,0.8248572945594788,0.9115844368934631,0.9134377837181091,0.9111841917037964,0.9136512875556946
12,248.0,251.0,4463.0,4466.0,0.9476028680801392,0.9877439141273499,0.9468238353729248,0.13838160037994385,0.01,0.893683135509491,0.9471158385276794,0.9467881917953491,0.9473907351493835,0.9465593099594116,97.0,94.0,1122.0,1119.0,0.921875,0.9734455347061157,0.9213180541992188,0.2090892791748047,0.8429424166679382,0.9205338358879089,0.9225061535835266,0.9202302694320679,0.9226973652839661
13,237.0,227.0,4487.0,4477.0,0.9507849216461182,0.9899888634681702,0.9506040215492249,0.1274551898241043,0.01,0.9014123678207397,0.9498264193534851,0.9517431855201721,0.9497241973876953,0.9517374634742737,116.0,115.0,1101.0,1100.0,0.9054276347160339,0.9656775593757629,0.9049937725067139,0.28321748971939087,0.8100386261940002,0.9046558737754822,0.9053497910499573,0.9046052694320679,0.9054276347160339
14,204.0,195.0,4519.0,4510.0,0.9588459730148315,0.9920291900634766,0.9576067328453064,0.11132624745368958,0.01,0.9153501987457275,0.9568392038345337,0.958554744720459,0.9567246437072754,0.9586047530174255,99.0,101.0,1115.0,1117.0,0.9169408082962036,0.9701173901557922,0.9178391695022583,0.23835094273090363,0.8355478048324585,0.9184530377388,0.9170771837234497,0.9185855388641357,0.9169408082962036
15,200.0,194.0,4520.0,4514.0,0.9582095742225647,0.991390585899353,0.9582511186599731,0.11609170585870743,0.01,0.9166101217269897,0.9577659368515015,0.9587935209274292,0.9575731754302979,0.9589265584945679,158.0,159.0,1057.0,1058.0,0.8684210777282715,0.9341298341751099,0.869745671749115,0.5052818655967712,0.7393201589584351,0.8698905110359192,0.8693508505821228,0.8700658082962036,0.8692434430122375
16,187.0,181.0,4533.0,4527.0,0.9613916277885437,0.9937131404876709,0.9608063697814941,0.10030913352966309,0.0009999999,0.9216576814651489,0.9602269530296326,0.9615548253059387,0.9603309035301208,0.9614503383636475,88.0,87.0,1129.0,1128.0,0.9276315569877625,0.9698368310928345,0.9280135631561279,0.2725045084953308,0.8560910224914551,0.9276947975158691,0.9283950328826904,0.9276315569877625,0.9284539222717285
17,101.0,98.0,4616.0,4613.0,0.9792108535766602,0.9978772401809692,0.9789896607398987,0.05971112474799156,0.0009999999,0.9579954147338867,0.9786895513534546,0.97919762134552,0.9785744547843933,0.9793074131011963,87.0,87.0,1129.0,1129.0,0.9292762875556946,0.9723168611526489,0.9285289645195007,0.2281210571527481,0.8569380044937134,0.9283302426338196,0.9284539222717285,0.9284539222717285,0.9284539222717285
18,93.0,90.0,4624.0,4621.0,0.9804836511611938,0.9976657032966614,0.9805632829666138,0.05883259326219559,0.0009999999,0.9611525535583496,0.9802778959274292,0.9808957576751709,0.9802715182304382,0.9808859825134277,106.0,107.0,1109.0,1110.0,0.9120065569877625,0.9666203260421753,0.9124782681465149,0.25049737095832825,0.8248400688171387,0.912711501121521,0.912078857421875,0.9128289222717285,0.9120065569877625
19,75.0,73.0,4641.0,4639.0,0.9849385023117065,0.9986143112182617,0.9843733310699463,0.048483848571777344,0.0009999999,0.9687594771385193,0.9841766357421875,0.9845076203346252,0.9840899705886841,0.9845861196517944,101.0,103.0,1113.0,1115.0,0.9169408082962036,0.9676459431648254,0.9162508249282837,0.25009891390800476,0.8322653770446777,0.9167000651359558,0.9154351353645325,0.9169408082962036,0.9152960777282715
20,64.0,65.0,4649.0,4650.0,0.9864234328269958,0.9989145398139954,0.9863816499710083,0.04342683032155037,0.0009999999,0.9727730751037598,0.9864961504936218,0.9862142205238342,0.9864234328269958,0.986275315284729,96.0,96.0,1120.0,1120.0,0.9226973652839661,0.9678525328636169,0.9211029410362244,0.2558155655860901,0.8421265482902527,0.9209710955619812,0.9210526347160339,0.9210526347160339,0.9210526347160339
21,66.0,63.0,4651.0,4648.0,0.9859991669654846,0.9990766048431396,0.9863684177398682,0.04234027862548828,9.999999e-05,0.972769558429718,0.9860966801643372,0.9866270422935486,0.9859991669654846,0.9866976141929626,93.0,92.0,1124.0,1123.0,0.9235197305679321,0.9677477478981018,0.923882246017456,0.25386545062065125,0.8478667736053467,0.9236209392547607,0.9242798089981079,0.9235197305679321,0.9243420958518982
22,60.0,59.0,4655.0,4654.0,0.9876962304115295,0.9992337822914124,0.9874290227890015,0.03778800368309021,9.999999e-05,0.9748906493186951,0.9873634576797485,0.987481415271759,0.9872719645500183,0.9875422120094299,92.0,91.0,1125.0,1124.0,0.9251644611358643,0.9679559469223022,0.9247490763664246,0.25595203042030334,0.8495219349861145,0.9243637919425964,0.9251028895378113,0.9243420958518982,0.9251644611358643
