dataset,network,partition,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,TP,TN,FP,FN,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_TP,val_TN,val_FP,val_FN,val_runtime
45,RandomForest,1,0.9915718499789297,0.9974413646055437,0.9856721449641803,0.6863057324840764,0.9915218312844425,0.6481203006544181,0.314240142515115,0.75427755689886,394,431,197,234,89.93210411071777,0.6568471337579618,0.6666666666666666,0.6273885350318471,0.6863057324840764,0.6464315012305168,0.6481203006544181,0.314240142515115,0.75427755689886,394,431,197,234,90.09054684638977
45,RandomForest,2,0.9893350062735258,0.9966044142614601,0.9820158929318277,0.7311475409836066,0.9892563724457551,0.7420965057001504,0.47710111165463215,0.822579951625907,455,446,164,155,90.94538497924805,0.7385245901639345,0.7350565428109854,0.7459016393442623,0.7311475409836066,0.7404393816110659,0.7420965057001504,0.47710111165463215,0.822579951625907,455,446,164,155,91.02621793746948
45,RandomForest,3,0.9910117056856187,0.9978804578211107,0.9841137123745819,0.6814449917898193,0.990949273837087,0.7217391303092628,0.41937329478157653,0.7855174570819212,449,415,194,160,90.29297661781311,0.7093596059113301,0.6982892690513219,0.7372742200328407,0.6814449917898193,0.7172523961661342,0.7217391303092628,0.41937329478157653,0.7855174570819212,449,415,194,160,90.36342072486877
45,RandomForest,4,0.9878964941569283,0.9961799660441426,0.9795492487479132,0.6396694214876033,0.9877946127946128,0.7786720320364845,0.46532545403160525,0.7800068301345537,495,387,218,110,90.36941862106323,0.7289256198347107,0.6942496493688639,0.8181818181818182,0.6396694214876033,0.7511380880121397,0.7786720320364845,0.46532545403160525,0.7800068301345537,495,387,218,110,90.44357800483704
45,RandomForest,5,0.9883478984602581,0.9966144731273805,0.9800249687890137,0.7558528428093646,0.9882501049097776,0.7583892616177199,0.5150530478098014,0.8221300656592208,454,452,146,144,87.83780336380005,0.7575250836120402,0.7566666666666667,0.7591973244147158,0.7558528428093646,0.7579298831385642,0.7583892616177199,0.5150530478098014,0.8221300656592208,454,452,146,144,87.91246962547302
45,RandomForest,6,0.9856905848195769,0.995766299745978,0.9755288262131896,0.6711864406779661,0.9855436832181018,0.7764705880830449,0.4824214602611046,0.80695777075553,476,396,194,114,89.2894344329834,0.7389830508474576,0.7104477611940299,0.8067796610169492,0.6711864406779661,0.7555555555555555,0.7764705880830449,0.4824214602611046,0.80695777075553,476,396,194,114,89.357351064682
45,RandomForest,7,0.9890480202190396,0.9948849104859335,0.983150800336984,0.7623604465709729,0.9889830508474576,0.5074309978229904,0.02582410549944002,0.6332183583505668,163,478,149,464,88.73995661735535,0.511164274322169,0.5224358974358975,0.25996810207336524,0.7623604465709729,0.34717784877529295,0.5074309978229904,0.02582410549944002,0.6332183583505668,163,478,149,464,88.83192157745361
45,RandomForest,8,0.9910229645093945,0.9991511035653651,0.9828810020876827,0.759075907590759,0.990949273837087,0.727848101150657,0.4756855421916841,0.79343256107789,434,460,146,172,88.80267286300659,0.7376237623762376,0.7482758620689656,0.7161716171617162,0.759075907590759,0.7318718381112986,0.727848101150657,0.4756855421916841,0.79343256107789,434,460,146,172,88.87768459320068
45,RandomForest,9,0.9882133995037221,0.9941398074508162,0.9822167080231596,0.7358490566037735,0.9881422924901185,0.8079096043676254,0.5631364380011451,0.8517118824086688,481,429,154,102,88.39057278633118,0.7804459691252144,0.75748031496063,0.8250428816466552,0.7358490566037735,0.7898193760262726,0.8079096043676254,0.5631364380011451,0.8517118824086688,481,429,154,102,88.46174430847168
45,RandomForest,10,0.9903292181069959,0.9970796829370046,0.9835390946502057,0.6094570928196147,0.9902631033768385,0.8074245937801798,0.4787099324657136,0.8106327118368548,488,348,223,83,88.77359819412231,0.7320490367775832,0.6863572433192686,0.8546409807355516,0.6094570928196147,0.7613104524180968,0.8074245937801798,0.4787099324657136,0.8106327118368548,488,348,223,83,88.84101891517639
45,RandomForest,11,0.992720465890183,0.9983172065628944,0.9871048252911814,0.7202680067001676,0.992679355783309,0.8067542212370068,0.5509135045931486,0.8388172015858185,494,430,167,103,89.08384346961975,0.7738693467336684,0.7473524962178517,0.8274706867671692,0.7202680067001676,0.7853736089030207,0.8067542212370068,0.5509135045931486,0.8388172015858185,494,430,167,103,89.15542316436768
45,RandomForest,12,0.9893529893529893,0.9983319432860718,0.9803439803439803,0.7889087656529516,0.9892561983471075,0.7374581938566124,0.5092910875774022,0.8113709313526262,402,441,118,157,90.91426968574524,0.7540250447227191,0.7730769230769231,0.7191413237924866,0.7889087656529516,0.7451343836886006,0.7374581938566124,0.5092910875774022,0.8113709313526262,402,441,118,157,90.98385524749756
45,RandomForest,13,0.9861577181208053,0.9923534409515717,0.9798657718120806,0.8654781199351702,0.9860700717602363,0.6899224805310178,0.49271743954065855,0.834615657400135,377,534,83,240,87.16911959648132,0.7382495948136143,0.8195652173913044,0.6110210696920584,0.8654781199351702,0.7000928505106778,0.6899224805310178,0.49271743954065855,0.834615657400135,377,534,83,240,87.25392532348633
