dataset,network,DenseNum,DropOut,FreezePercentage,BatchSize,epoch,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,TP,TN,FP,FN,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_TP,val_TN,val_FP,val_FN,val_runtime
35,ResNet50,128,0.3,0.3,64,6,0.9064502120018005,0.9066638350486755,0.9066638350486755,0.9077280163764954,0.9077348709106445,0.9077387452125549,0.8154833912849426,0.9703091979026794,4245.0,4245.0,437.0,437.0,131.78649616241455,0.9161184430122375,0.9138638377189636,0.9161184430122375,0.9136512875556946,0.9150601625442505,0.9157789945602417,0.8297834992408752,0.9663379788398743,1114.0,1111.0,105.0,102.0,8.760746240615845
35,ResNet50,128,0.3,0.3,64,7,0.8995336890220642,0.9001483917236328,0.8999575972557068,0.8998880386352539,0.8997651934623718,0.8997302651405334,0.7995869517326355,0.9644942879676819,4246.0,4247.0,471.0,472.0,128.97498106956482,0.7220394611358643,0.7595056891441345,0.6570723652839661,0.7919408082962036,0.7045384049415588,0.6979549527168274,0.4537729024887085,0.8334186673164368,799.0,963.0,253.0,417.0,3.4334218502044678
35,ResNet50,128,0.3,0.3,64,11,0.9116525650024414,0.910510778427124,0.9139830470085144,0.9100506901741028,0.9121217727661133,0.9135793447494507,0.8239785432815552,0.9731098413467407,4314.0,4296.0,424.0,406.0,167.81984090805054,0.9144737124443054,0.9152263402938843,0.9144737124443054,0.9152960777282715,0.9148556590080261,0.9145369529724121,0.8297752737998962,0.9733666777610779,1112.0,1113.0,103.0,104.0,3.4712069034576416
35,ResNet50,128,0.3,0.3,64,9,0.9147630929946899,0.9155555367469788,0.9149746298789978,0.9156008362770081,0.9152509570121765,0.9150758981704712,0.8306156992912292,0.9736962914466858,4326.0,4329.0,399.0,402.0,147.70043396949768,0.9071180820465088,0.9071986079216003,0.9079861044883728,0.9071180820465088,0.9076159596443176,0.90786212682724,0.8151089549064636,0.9634742140769958,1046.0,1045.0,107.0,106.0,3.870225429534912
35,ResNet50,128,0.3,0.3,64,6,0.911429762840271,0.9106016159057617,0.9129059314727783,0.9094444513320923,0.9108449220657349,0.9117013812065125,0.8214545845985413,0.9732629656791687,4329.0,4317.0,425.0,413.0,119.28363347053528,0.9123263955116272,0.911611795425415,0.9131944179534912,0.9114583134651184,0.9124272465705872,0.9130015969276428,0.8246631622314453,0.9631068706512451,1052.0,1050.0,102.0,100.0,3.3687312602996826
35,ResNet50,128,0.3,0.3,64,28,0.9562841653823853,0.9566771984100342,0.9560739994049072,0.9566856026649475,0.9563585519790649,0.9561099410057068,0.9127679467201233,0.9916521906852722,4549.0,4552.0,206.0,209.0,330.10596442222595,0.9114583134651184,0.9114583134651184,0.9114583134651184,0.9114583134651184,0.9114582538604736,0.9114583134651184,0.8229166865348816,0.9701519012451172,1050.0,1050.0,102.0,102.0,3.4531805515289307
35,ResNet50,128,0.3,0.3,64,23,0.9549530148506165,0.9551090002059937,0.953885555267334,0.9556587934494019,0.9549984335899353,0.9544622302055359,0.9100683331489563,0.9914244413375854,4468.0,4474.0,210.0,216.0,281.1355254650116,0.9276315569877625,0.9268091917037964,0.9268091917037964,0.9268091917037964,0.926821231842041,0.9267933368682861,0.8536282777786255,0.9736252427101135,1127.0,1127.0,89.0,89.0,3.187445640563965
35,ResNet50,128,0.3,0.3,64,7,0.9088023900985718,0.9084373116493225,0.9090139865875244,0.9084553122520447,0.9087839722633362,0.9090125560760498,0.8175340890884399,0.9701797366142273,4296.0,4293.0,433.0,430.0,128.25780200958252,0.8897569179534912,0.880134105682373,0.9114583134651184,0.8758680820465088,0.8958098888397217,0.9077317118644714,0.7879674434661865,0.9598909020423889,1050.0,1009.0,143.0,102.0,3.226391553878784
35,ResNet50,128,0.3,0.3,64,13,0.9220452904701233,0.9216426014900208,0.921835720539093,0.9215973019599915,0.9217004179954529,0.9218403100967407,0.8434389233589172,0.9765796065330505,4399.0,4398.0,374.0,373.0,188.010085105896,0.9036458134651184,0.904181182384491,0.9010416865348816,0.9045138955116272,0.9025726318359375,0.9014689922332764,0.8055763244628906,0.9700132608413696,1038.0,1042.0,110.0,114.0,3.4625864028930664
35,ResNet50,128,0.3,0.3,64,18,0.9249374270439148,0.924822986125946,0.9259799718856812,0.9246805906295776,0.9253626465797424,0.9258466362953186,0.8506439328193665,0.9795892834663391,4441.0,4435.0,361.0,355.0,235.22493600845337,0.9126838445663452,0.9102563858032227,0.9136029481887817,0.9099264740943909,0.9119499325752258,0.9132528305053711,0.8235523104667664,0.9626334309577942,994.0,990.0,98.0,94.0,3.140709400177002
35,ResNet50,128,0.3,0.3,64,16,0.9258010387420654,0.9260823726654053,0.9243254661560059,0.9270833134651184,0.9260650873184204,0.9254030585289001,0.8523287177085876,0.978618323802948,4385.0,4394.0,350.0,359.0,215.075838804245,0.9088541865348816,0.9088541865348816,0.9088541865348816,0.9088541865348816,0.908854067325592,0.9088541865348816,0.8177083134651184,0.9711476564407349,1047.0,1047.0,105.0,105.0,3.185448408126831
35,ResNet50,128,0.3,0.3,64,13,0.9112033247947693,0.9096747636795044,0.9109958410263062,0.9085526466369629,0.9093749523162842,0.909824788570404,0.8185873627662659,0.9705193638801575,4391.0,4384.0,436.0,429.0,187.3189034461975,0.9025735259056091,0.9024838805198669,0.9016544222831726,0.9025735259056091,0.9020885825157166,0.9017109870910645,0.8042343258857727,0.9595474004745483,981.0,982.0,106.0,107.0,3.443702220916748
35,ResNet50,128,0.3,0.3,64,9,0.922831654548645,0.9213316440582275,0.9236819744110107,0.9212415814399719,0.9227368235588074,0.9237755537033081,0.8452653884887695,0.9744226932525635,4345.0,4333.0,371.0,359.0,143.38274002075195,0.9169408082962036,0.9177631735801697,0.9177631735801697,0.9177631735801697,0.9177753329277039,0.9177476763725281,0.835536539554596,0.9723218083381653,1116.0,1116.0,100.0,100.0,3.8030741214752197
35,ResNet50,128,0.3,0.3,64,8,0.9025441408157349,0.9023141264915466,0.9039803147315979,0.9032061696052551,0.9036293625831604,0.9039098620414734,0.8072468042373657,0.9661339521408081,4406.0,4397.0,477.0,468.0,135.41013407707214,0.8818359375,0.8826979398727417,0.8818359375,0.8828125,0.8822511434555054,0.881986141204834,0.7646538019180298,0.9548792839050293,903.0,904.0,120.0,121.0,3.2525088787078857
35,ResNet50,128,0.3,0.3,64,8,0.9258788824081421,0.9259259104728699,0.926514208316803,0.9259206652641296,0.9262902736663818,0.9264951944351196,0.8525263071060181,0.9761680960655212,4375.0,4372.0,350.0,347.0,134.53482460975647,0.9185855388641357,0.9200988411903381,0.9185855388641357,0.9202302694320679,0.9193034172058105,0.9188097715377808,0.8388350605964661,0.9688873291015625,1117.0,1119.0,97.0,99.0,3.5449655055999756
35,ResNet50,128,0.3,0.3,64,4,0.8914405107498169,0.8920667767524719,0.8920667767524719,0.892137348651886,0.8920766115188599,0.8922320604324341,0.7843459248542786,0.960834801197052,4273.0,4273.0,517.0,517.0,96.60063529014587,0.8832720518112183,0.8848653435707092,0.8759191036224365,0.8860294222831726,0.8803462386131287,0.8772535920143127,0.7620438933372498,0.950914204120636,953.0,964.0,124.0,135.0,3.1015162467956543
