dataset,network,DenseNum,DropOut,FreezePercentage,BatchSize,epoch,accuracy,precision,sensitivity,specificity,f1_score,npv,mcc,auc,TP,TN,FP,FN,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1_score,val_npv,val_mcc,val_auc,val_TP,val_TN,val_FP,val_FN,val_runtime
35,InceptionV3,128,0.3,0.3,64,11,0.9955147504806519,0.9953031539916992,0.9957283139228821,0.9953547120094299,0.9955675005912781,0.9957836270332336,0.9911415576934814,0.9997749328613281,4662.0,4660.0,22.0,20.0,120.03147006034851,0.9671052694320679,0.9646962285041809,0.9662829041481018,0.9646381735801697,0.9654859304428101,0.9662437438964844,0.9309331178665161,0.9872227907180786,1175.0,1173.0,43.0,41.0,8.377195358276367
35,InceptionV3,128,0.3,0.3,64,10,0.9940652847290039,0.9934322237968445,0.9938533306121826,0.9932891130447388,0.9935018420219421,0.9937306046485901,0.987023115158081,0.9997548460960388,4689.0,4687.0,31.0,29.0,111.69215226173401,0.9605262875556946,0.9589827656745911,0.9613487124443054,0.9588815569877625,0.9602011442184448,0.9611920714378357,0.9202468395233154,0.9891111254692078,1169.0,1166.0,50.0,47.0,6.063469409942627
35,InceptionV3,128,0.3,0.3,64,7,0.9843220114707947,0.9843153953552246,0.9838982820510864,0.984375,0.9841452836990356,0.9840042591094971,0.9683430790901184,0.9986003637313843,4644.0,4646.0,74.0,76.0,92.8502106666565,0.9629934430122375,0.9630541801452637,0.9646381735801697,0.9629934430122375,0.9638476371765137,0.9645859599113464,0.9276434183120728,0.9869896173477173,1173.0,1171.0,45.0,43.0,5.937085866928101
35,InceptionV3,128,0.3,0.3,64,14,0.9957698583602905,0.9959805607795715,0.9957698583602905,0.9959580898284912,0.9958548545837402,0.9957467317581177,0.9917096495628357,0.9999076724052429,4708.0,4709.0,19.0,20.0,138.39543437957764,0.9635416865348816,0.961904764175415,0.9644097089767456,0.9618055820465088,0.9631984233856201,0.9642444252967834,0.9262327551841736,0.9858210682868958,1111.0,1108.0,44.0,41.0,6.072744846343994
35,InceptionV3,128,0.3,0.3,64,11,0.9873471260070801,0.9879696369171143,0.9871362447738647,0.9881250262260437,0.9877061247825623,0.9873253107070923,0.9754472970962524,0.9987314343452454,4681.0,4685.0,57.0,61.0,118.30342864990234,0.9565972089767456,0.9581516981124878,0.9539930820465088,0.9583333134651184,0.9560019373893738,0.9543507695198059,0.9123663306236267,0.9870164394378662,1099.0,1104.0,48.0,53.0,6.039288520812988
35,InceptionV3,128,0.3,0.3,64,11,0.9905422329902649,0.9901260733604431,0.9905422329902649,0.9902083277702332,0.99042147397995,0.9906247854232788,0.9808428883552551,0.9978669285774231,4713.0,4711.0,47.0,45.0,120.27311825752258,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.9609375,0.921875,0.9896146655082703,1107.0,1107.0,45.0,45.0,6.0643885135650635
35,InceptionV3,128,0.3,0.3,64,6,0.9805721640586853,0.9803754091262817,0.9812126159667969,0.9805743098258972,0.9810060858726501,0.9814269542694092,0.962020993232727,0.9985873699188232,4596.0,4592.0,92.0,88.0,85.37496066093445,0.9646381735801697,0.9638752341270447,0.9654605388641357,0.9638158082962036,0.9646825194358826,0.9653944969177246,0.9293000102043152,0.9927974939346313,1174.0,1172.0,44.0,42.0,5.970543622970581
35,InceptionV3,128,0.3,0.3,64,6,0.9771476984024048,0.9767245054244995,0.9767245054244995,0.9767345786094666,0.9767436385154724,0.9767576456069946,0.9535117149353027,0.9968292713165283,4616.0,4616.0,110.0,110.0,84.97430229187012,0.9644097089767456,0.9636048674583435,0.9652777910232544,0.9635416865348816,0.964436411857605,0.9652493596076965,0.9288451075553894,0.9878800511360168,1112.0,1110.0,42.0,40.0,6.000622749328613
35,InceptionV3,128,0.3,0.3,64,3,0.9738055467605591,0.9731431007385254,0.9719195365905762,0.9733333587646484,0.9726744294166565,0.9721983075141907,0.945466935634613,0.9960045218467712,4638.0,4644.0,128.0,134.0,65.67789006233215,0.9522569179534912,0.9497835636138916,0.9522569179534912,0.9496527910232544,0.9510995149612427,0.9519813060760498,0.9019255042076111,0.9837959408760071,1097.0,1094.0,58.0,55.0,5.946660041809082
35,InceptionV3,128,0.3,0.3,64,10,0.9937447905540466,0.9943679571151733,0.993953287601471,0.994361162185669,0.9941511154174805,0.993954062461853,0.9883119463920593,0.9998238682746887,4767.0,4769.0,27.0,29.0,112.05318641662598,0.9641544222831726,0.963269054889679,0.9641544222831726,0.9632353186607361,0.9636617302894592,0.9642378687858582,0.9274084568023682,0.9910813570022583,1049.0,1048.0,40.0,39.0,6.093289852142334
