x F(x)
5 89.03099596500397
10 92.32773780822754
15 94.3149834871292
20 96.0364580154419
25 97.51526415348052
30 98.52195978164671
35 99.00408089160918
40 99.31841194629668
45 99.32882785797118
50 99.61691498756409
55 99.68538880348206
60 99.84070062637328
65 99.85147714614868
70 99.85795617103577
75 99.89442825317384
80 99.91554021835329
85 99.87499713897704
90 99.91554021835329
95 99.95805025100708
100 99.89583492279051
