x F(x)
5 86.29264235496521
10 89.51388597488403
15 93.69423985481262
20 95.26943862438202
25 97.37588465213776
30 98.7395852804184
35 99.47349727153778
40 98.87485802173616
45 99.85118508338928
50 99.74488615989684
55 99.687260389328
60 99.61993098258972
65 99.85318183898926
70 99.83214735984802
75 99.93524849414824
80 99.90092515945436
85 99.93790984153748
90 99.97888803482056
95 99.95748102664948
100 99.92666244506836
