x F(x)
5 86.20142042636871
10 89.71548676490784
15 93.7982589006424
20 95.38063108921052
25 97.41811454296112
30 98.7505465745926
35 99.51949119567873
40 98.77077043056488
45 99.88179206848145
50 99.786639213562
55 99.70971643924712
60 99.61239099502563
65 99.831360578537
70 99.85082149505617
75 99.91625249385834
80 99.9366819858551
85 99.95751976966858
90 99.97878074645996
95 99.94725584983826
100 99.93681609630583
