x F(x)
5 81.95467293262482
10 85.63283085823059
15 88.63441050052643
20 90.35297930240633
25 90.80417454242706
30 91.39081835746764
35 92.50069856643675
40 92.81219840049744
45 93.32062304019928
50 94.18989717960358
55 93.81977319717409
60 94.11843717098236
65 94.84835267066956
70 95.14946639537813
75 95.317742228508
80 95.40246427059174
85 95.26678919792175
90 95.4635053873062
95 95.33657133579254
100 95.3717291355133
