x F(x)
5 301.9572922492027
10 306.3279778862
15 272.6897210550308
20 257.29819808483126
25 254.58166337251663
30 250.0652403569221
35 237.6902709817886
40 238.7635692214966
45 221.17179983377457
50 217.9477023601532
55 213.7807436656952
60 211.6988626456261
65 202.8086874222756
70 196.871314008236
75 187.61431824207307
80 187.55195039987564
85 182.71875619888303
90 183.9598478221893
95 185.8645529460907
100 181.79011432409288
