x F(x)
5 85.81802654266357
10 89.6743032336235
15 93.3466824889183
20 94.75020790100098
25 95.80442810058594
30 97.05502021312714
35 97.21758937835692
40 97.06708133220673
45 98.34158945083618
50 98.75746899843216
55 98.86383140087128
60 99.08303987979887
65 99.03469359874724
70 98.85399657487868
75 99.39810067415236
80 99.35467678308488
85 99.40658432245256
90 99.32479476928712
95 99.43868696689606
100 99.35619646310806
