x F(x)
5 81.92686140537262
10 85.66358983516693
15 88.62911760807037
20 90.3442710638046
25 90.8161997795105
30 91.37089848518372
35 92.53166913986206
40 92.88738369941711
45 93.33613514900208
50 94.10877525806428
55 93.75656247138976
60 94.18383538722992
65 94.8563277721405
70 95.12001276016235
75 95.26785910129549
80 95.57054042816162
85 95.37286758422852
90 95.46793401241302
95 95.34169137477876
100 95.3245759010315
