x F(x)
5 63.80023658275604
10 71.37112021446228
15 77.12098360061646
20 80.67838847637177
25 81.68945908546448
30 82.65824019908905
35 85.06767451763153
40 85.6374740600586
45 86.6151750087738
50 88.35001587867737
55 87.56756782531738
60 88.41760158538818
65 89.60956633090973
70 90.21755158901216
75 90.57957530021667
80 90.97954332828522
85 90.67192673683168
90 90.863099694252
95 90.67853689193726
100 90.7004177570343
