x F(x)
5 88.91480600833893
10 92.20886343717576
15 94.12675458192824
20 95.76469838619232
25 97.20448529720306
30 98.19094175100328
35 98.6780373454094
40 99.14892613887788
45 99.21503776311874
50 99.46100115776062
55 99.49471008777618
60 99.63000798225404
65 99.75613170862198
70 99.62152171134947
75 99.6669815182686
80 99.78221499919891
85 99.74995058774948
90 99.75713700056076
95 99.83575505018234
100 99.72967737913132
