x F(x)
5 86.37057840824127
10 89.84335362911224
15 93.70431303977966
20 95.3167349100113
25 97.48133718967438
30 98.77154529094696
35 99.5209962129593
40 98.78723621368408
45 99.8953342437744
50 99.78600442409515
55 99.72564280033112
60 99.63718354701996
65 99.8524397611618
70 99.84028339385986
75 99.9261736869812
80 99.9366819858551
85 99.94775056838988
90 99.97878074645996
95 99.95772540569304
100 99.957337975502
