x F(x)
5 95.73690432310104
10 97.2179518342018
15 98.1286723613739
20 99.0472919344902
25 99.46608453989028
30 99.69923102855682
35 99.84988009929656
40 99.89024406671524
45 99.93818354606628
50 99.94392436742784
55 99.92641776800156
60 99.94148200750352
65 99.95151191949844
70 99.96825784444808
75 99.97186106443404
80 99.96990758180618
85 99.97254985570908
90 99.98231196403503
95 99.97604566812517
100 99.98745065927504
