x F(x)
5 54.6262539100647
10 67.38680127382278
15 79.26587472200394
20 78.51879047393798
25 79.8655759382248
30 83.30346645355225
35 87.39926362037659
40 78.40630307197571
45 93.18391504764556
50 82.61396683216095
55 80.07342557907104
60 73.99273528814315
65 84.8668957066536
70 82.46884247541428
75 87.13926852226257
80 95.02271203041076
85 90.93458686113358
90 94.40475094556808
95 88.29238407611847
100 94.75917872428894
