x F(x)
5 81.94224834442139
10 85.7200562953949
15 88.6138379573822
20 90.30426740646362
25 90.79847633838654
30 91.37637615203856
35 92.4884408712387
40 92.7390068769455
45 93.3152437210083
50 94.16375756263731
55 93.70430111885072
60 94.2890167236328
65 94.7688639163971
70 95.09057104587556
75 95.29149234294891
80 95.5531507730484
85 95.3937292098999
90 95.40039598941804
95 95.29113173484802
100 95.29194235801695
