x F(x)
5 145.80784818410874
10 142.19496551990508
15 119.57599282503128
20 120.74903762340546
25 111.6447567343712
30 112.20113154888152
35 111.37896776676178
40 104.71943065404892
45 107.13616359949113
50 101.58052652597428
55 95.29975967407226
60 92.40087520122528
65 90.91292011737823
70 89.86371221542359
75 91.04126065254212
80 93.11893132209778
85 90.78070740938188
90 90.42264387845994
95 90.21399812936784
100 93.44874819993971
