x F(x)
5 93.56514018774033
10 96.20017129182816
15 98.00556808710098
20 98.50513106584548
25 98.76694601774216
30 99.20786321163176
35 99.2170023918152
40 99.22590982913972
45 99.6133325099945
50 99.7388247847557
55 99.78515177965164
60 99.84871691465378
65 99.81971657276154
70 99.76743292808531
75 99.8972480893135
80 99.88421857357024
85 99.89831441640854
90 99.86239993572237
95 99.90656238794328
100 99.88359183073044
