x F(x)
5 89.12072479724884
10 92.42421686649324
15 94.38649415969849
20 95.96781134605408
25 97.55154550075532
30 98.57873320579527
35 99.06267523765564
40 99.35209155082704
45 99.36033487319946
50 99.65049028396606
55 99.71639811992644
60 99.82982277870178
65 99.85507130622864
70 99.876207113266
75 99.91527199745178
80 99.91566240787506
85 99.89510774612428
90 99.91520047187804
95 99.95766282081604
100 99.9148041009903
