x F(x)
5 80.34509998559952
10 85.6670572757721
15 87.76612591743469
20 89.80080899596214
25 90.45845627784728
30 91.18783271312714
35 92.35534363985062
40 92.97190529108047
45 93.33830612897872
50 94.18624341487885
55 94.14837205410004
60 93.90273821353912
65 94.0386323928833
70 93.86392903327942
75 93.96465915441512
80 94.12036526203156
85 93.9792292714119
90 94.01252096891405
95 94.25204157829285
100 93.72973650693892
