x F(x)
5 89.09015953540802
10 92.38020479679108
15 94.31244134902954
20 95.93398571014404
25 97.51258194446564
30 98.57719242572784
35 99.01655316352844
40 99.29447770118712
45 99.35349524021149
50 99.64916706085206
55 99.7171312570572
60 99.82967674732208
65 99.83395338058472
70 99.87227022647858
75 99.89449381828308
80 99.90534782409668
85 99.89491105079652
90 99.89628493785858
95 99.94739592075348
100 99.915611743927
